 AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r,filename
0.89,0.41,0.75,0.94,0.7,0.94,0.41,0.73,0.62,0.65,0.73,0.96,0.91,0.81,0.42,0.38,0.16,DST_170_F_ANG.csv
0.68,0.72,0.8,0.64,0.5,0.93,0.41,0.25,0.33,0.32,0.79,0.91,0.56,0.52,0.27,0.17,0.59,DST_149_F_SAD.csv
0.93,0.99,0.49,0.98,0.48,0.39,0.53,0.43,0.51,0.84,0.58,0.86,0.82,0.61,0.44,0.35,0.27,DST_163_F_FER.csv
0.6,0.71,0.54,0.66,0.43,0.45,0.47,0.5,0.48,0.54,0.47,0.57,0.46,0.49,0.4,0.43,0.45,DST_099_M_NUT.csv
0.86,0.98,0.38,0.99,0.32,0.57,0.18,0.16,0.49,0.13,0.46,0.31,0.45,0.43,0.77,0.94,0.36,DST_185_F_SUR.csv
0.41,0.51,0.84,0.59,0.39,0.42,0.49,0.56,0.51,0.8,0.45,0.91,0.5,0.64,0.15,0.42,0.6,DST_158_F_ANG.csv
0.55,0.67,0.19,0.41,0.24,0.19,0.22,0.11,0.28,0.33,0.55,0.52,0.34,0.43,0.3,0.45,0.39,DST_138_F_NUT.csv
0.19,0.3,0.57,0.33,0.83,0.95,0.96,0.81,0.56,0.56,0.54,0.94,0.59,0.77,0.29,0.77,0.15,DST_119_M_ANG.csv
0.51,0.47,0.17,0.5,0.69,0.78,0.25,0.48,0.92,0.68,0.33,0.3,0.46,0.63,0.6,0.32,0.35,DST_171_F_HPY.csv
0.88,0.97,0.32,0.98,0.52,0.35,0.51,0.57,0.43,0.55,0.48,0.76,0.76,0.54,0.68,0.51,0.26,DST_043_M_FER.csv
0.71,0.4,0.62,0.29,0.85,0.83,0.92,0.88,0.69,0.85,0.6,0.94,0.54,0.74,0.29,0.35,0.57,DST_024_F_ANG.csv
0.72,0.55,0.96,0.9,0.78,0.86,0.71,0.65,0.59,0.81,0.8,0.95,0.78,0.75,0.41,0.81,0.3,DST_116_M_ANG.csv
0.56,0.35,0.76,0.48,0.56,0.54,0.71,0.7,0.6,0.88,0.49,0.91,0.48,0.72,0.41,0.72,0.24,DST_164_F_ANG.csv
0.55,0.44,0.7,0.31,0.73,0.39,0.55,0.52,0.56,0.7,0.84,0.94,0.9,0.62,0.42,0.45,0.39,DST_106_M_SAD.csv
0.88,0.97,0.11,0.85,0.55,0.19,0.4,0.46,0.7,0.66,0.6,0.62,0.85,0.57,0.52,0.5,0.46,DST_013_M_FER.csv
0.8,0.65,0.67,0.34,0.62,0.78,0.88,0.7,0.55,0.61,0.24,0.92,0.49,0.76,0.4,0.65,0.34,DST_183_F_ANG.csv
0.7,0.7,0.64,0.81,0.64,0.23,0.5,0.68,0.63,0.75,0.83,0.92,0.63,0.63,0.46,0.68,0.36,DST_018_M_SAD.csv
0.39,0.23,0.57,0.51,0.93,0.97,0.6,0.76,0.92,0.77,0.45,0.66,0.74,0.65,0.54,0.12,0.58,DST_126_F_HPY.csv
0.85,0.96,0.37,0.99,0.19,0.59,0.4,0.22,0.14,0.19,0.75,0.75,0.88,0.45,0.44,0.44,0.17,DST_029_F_FER.csv
0.67,0.69,0.43,0.43,0.84,0.72,0.5,0.92,0.93,0.94,0.31,0.78,0.75,0.72,0.64,0.43,0.44,DST_031_M_HPY.csv
0.86,0.98,0.41,0.99,0.29,0.27,0.31,0.34,0.48,0.38,0.56,0.59,0.26,0.55,0.79,0.89,0.39,DST_161_F_SUR.csv
0.85,0.98,0.26,1.0,0.19,0.23,0.09,0.38,0.43,0.22,0.28,0.59,0.46,0.43,0.68,0.66,0.36,DST_162_F_SUR.csv
0.66,0.39,0.91,0.51,0.5,0.84,0.7,0.67,0.38,0.55,0.84,0.85,0.85,0.44,0.66,0.34,0.34,DST_029_F_SAD.csv
0.52,0.31,0.77,0.53,0.96,0.98,0.98,0.88,0.69,0.47,0.43,0.63,0.74,0.69,0.96,0.34,0.26,DST_071_M_DIS.csv
0.91,0.74,0.46,0.93,0.37,0.27,0.45,0.7,0.64,0.84,0.77,0.78,0.91,0.35,0.52,0.17,0.27,DST_004_F_FER.csv
0.81,0.93,0.13,0.98,0.33,0.32,0.15,0.17,0.5,0.49,0.81,0.52,0.93,0.61,0.41,0.4,0.26,DST_133_F_FER.csv
0.57,0.62,0.18,0.54,0.36,0.6,0.22,0.22,0.48,0.38,0.52,0.26,0.75,0.51,0.46,0.31,0.44,DST_171_F_NUT.csv
0.87,0.95,0.33,0.99,0.14,0.38,0.23,0.15,0.25,0.09,0.38,0.55,0.31,0.48,0.42,0.86,0.4,DST_178_F_SUR.csv
0.5,0.53,0.36,0.59,0.31,0.46,0.24,0.15,0.34,0.47,0.56,0.44,0.64,0.54,0.19,0.38,0.48,DST_136_F_NUT.csv
0.67,0.57,0.79,0.51,0.55,0.75,0.53,0.62,0.46,0.77,0.6,0.78,0.76,0.54,0.26,0.21,0.31,DST_032_F_SAD.csv
0.97,0.99,0.38,0.96,0.41,0.46,0.15,0.32,0.61,0.4,0.81,0.59,0.83,0.5,0.48,0.2,0.26,DST_065_F_FER.csv
0.5,0.44,0.78,0.83,0.75,0.68,0.6,0.64,0.58,0.81,0.75,0.97,0.91,0.81,0.23,0.63,0.31,DST_103_M_ANG.csv
0.87,0.94,0.53,0.98,0.49,0.54,0.39,0.71,0.66,0.24,0.59,0.59,0.68,0.41,0.96,0.8,0.36,DST_002_F_SUR.csv
0.56,0.64,0.55,0.63,0.9,0.94,0.95,0.81,0.63,0.52,0.92,0.94,0.76,0.78,0.44,0.34,0.08,DST_071_M_ANG.csv
0.96,0.99,0.65,0.94,0.68,0.63,0.47,0.44,0.57,0.33,0.88,0.86,0.86,0.5,0.86,0.77,0.37,DST_108_M_FER.csv
0.57,0.34,0.91,0.46,0.84,0.88,0.8,0.7,0.73,0.65,0.47,0.89,0.38,0.76,0.25,0.54,0.21,DST_186_F_ANG.csv
0.85,0.96,0.46,0.98,0.21,0.42,0.18,0.31,0.36,0.14,0.69,0.77,0.36,0.47,0.73,0.82,0.45,DST_128_F_SUR.csv
0.84,0.91,0.37,0.98,0.53,0.33,0.26,0.41,0.63,0.08,0.81,0.71,0.66,0.35,0.91,0.34,0.25,DST_056_M_FER.csv
0.38,0.36,0.77,0.29,0.94,0.99,0.97,0.78,0.64,0.74,0.52,0.82,0.7,0.61,0.5,0.27,0.31,DST_099_M_DIS.csv
0.49,0.42,0.83,0.39,0.85,0.94,0.96,0.91,0.54,0.53,0.35,0.8,0.36,0.64,0.84,0.49,0.6,DST_162_F_DIS.csv
0.59,0.62,0.82,0.41,0.85,0.9,0.92,0.88,0.68,0.75,0.48,0.88,0.25,0.64,0.37,0.33,0.47,DST_158_F_DIS.csv
0.73,0.8,0.67,0.86,0.65,0.32,0.73,0.64,0.69,0.97,0.84,0.93,0.77,0.62,0.28,0.46,0.15,DST_016_M_ANG.csv
0.91,0.96,0.18,0.99,0.29,0.21,0.11,0.41,0.52,0.59,0.48,0.83,0.81,0.51,0.49,0.33,0.24,DST_162_F_FER.csv
0.38,0.38,0.92,0.31,0.86,0.97,0.96,0.93,0.38,0.57,0.89,0.98,0.54,0.46,0.54,0.56,0.2,DST_026_M_DIS.csv
0.32,0.58,0.46,0.52,0.83,0.97,0.95,0.69,0.45,0.22,0.47,0.57,0.21,0.59,0.5,0.27,0.61,DST_124_F_DIS.csv
0.88,0.97,0.28,0.91,0.63,0.29,0.4,0.28,0.64,0.73,0.65,0.77,0.89,0.62,0.58,0.5,0.33,DST_106_M_FER.csv
0.9,0.98,0.54,0.99,0.32,0.52,0.34,0.19,0.42,0.3,0.56,0.65,0.39,0.43,0.77,0.74,0.26,DST_173_F_SUR.csv
0.66,0.82,0.24,0.48,0.77,0.63,0.44,0.73,0.92,0.78,0.36,0.6,0.71,0.52,0.56,0.33,0.34,DST_186_F_HPY.csv
0.82,0.97,0.36,0.99,0.25,0.33,0.24,0.25,0.43,0.38,0.43,0.56,0.43,0.5,0.56,0.8,0.34,DST_186_F_SUR.csv
0.94,0.99,0.53,0.99,0.3,0.17,0.42,0.46,0.43,0.25,0.34,0.38,0.26,0.41,0.9,0.76,0.25,DST_159_F_SUR.csv
0.53,0.52,0.53,0.13,0.89,0.86,0.96,0.94,0.56,0.76,0.7,0.97,0.36,0.73,0.37,0.36,0.45,DST_041_M_DIS.csv
0.42,0.35,0.68,0.73,0.8,0.68,0.48,0.59,0.92,0.82,0.47,0.69,0.86,0.67,0.44,0.27,0.41,DST_130_F_HPY.csv
0.94,0.97,0.23,0.98,0.3,0.49,0.12,0.35,0.43,0.46,0.86,0.84,0.83,0.47,0.31,0.35,0.34,DST_131_F_FER.csv
0.87,0.97,0.47,1.0,0.23,0.36,0.4,0.22,0.31,0.2,0.64,0.69,0.8,0.52,0.31,0.28,0.15,DST_130_F_FER.csv
0.27,0.21,0.27,0.61,0.92,0.96,0.67,0.87,0.88,0.82,0.53,0.43,0.48,0.56,0.39,0.09,0.34,DST_135_F_HPY.csv
0.38,0.51,0.51,0.6,0.93,0.92,0.58,0.66,0.92,0.79,0.56,0.61,0.88,0.8,0.55,0.57,0.41,DST_108_M_HPY.csv
0.37,0.42,0.93,0.4,0.95,0.96,0.99,0.88,0.64,0.65,0.51,0.87,0.68,0.69,0.72,0.29,0.41,DST_020_M_DIS.csv
0.84,0.33,0.82,0.45,0.64,0.79,0.31,0.47,0.49,0.77,0.88,0.78,0.97,0.63,0.43,0.48,0.31,DST_051_M_SAD.csv
0.68,0.83,0.22,0.97,0.42,0.65,0.65,0.28,0.26,0.12,0.46,0.85,0.14,0.67,0.14,0.5,0.15,DST_138_F_ANG.csv
0.53,0.6,0.8,0.77,0.38,0.64,0.61,0.72,0.44,0.74,0.49,0.89,0.44,0.67,0.24,0.57,0.31,DST_157_F_ANG.csv
0.93,0.97,0.43,0.98,0.28,0.52,0.38,0.14,0.27,0.17,0.63,0.69,0.63,0.5,0.42,0.55,0.29,DST_119_M_FER.csv
0.51,0.45,0.26,0.52,0.7,0.72,0.4,0.31,0.82,0.81,0.47,0.51,0.77,0.7,0.42,0.29,0.41,DST_123_F_HPY.csv
0.74,0.74,0.54,0.79,0.76,0.77,0.45,0.5,0.88,0.75,0.58,0.68,0.72,0.82,0.6,0.74,0.45,DST_110_M_HPY.csv
0.55,0.43,0.74,0.35,0.84,0.97,0.94,0.81,0.65,0.82,0.58,0.46,0.43,0.62,0.71,0.62,0.37,DST_022_M_DIS.csv
0.47,0.51,0.36,0.5,0.28,0.52,0.39,0.13,0.33,0.54,0.59,0.49,0.54,0.45,0.26,0.36,0.44,DST_145_F_NUT.csv
0.72,0.81,0.31,0.98,0.62,0.44,0.36,0.7,0.8,0.56,0.61,0.67,0.79,0.49,0.47,0.4,0.2,DST_010_M_FER.csv
0.89,0.99,0.2,0.99,0.15,0.18,0.3,0.17,0.3,0.15,0.32,0.47,0.21,0.38,0.54,0.64,0.33,DST_025_F_SUR.csv
0.53,0.55,0.58,0.3,0.8,0.77,0.76,0.79,0.66,0.78,0.77,0.89,0.91,0.61,0.47,0.3,0.68,DST_013_M_SAD.csv
0.64,0.75,0.61,0.75,0.9,0.93,0.9,0.92,0.82,0.63,0.48,0.92,0.26,0.69,0.5,0.38,0.29,DST_015_M_DIS.csv
0.55,0.43,0.67,0.51,0.91,0.93,0.81,0.85,0.86,0.93,0.66,0.82,0.59,0.73,0.52,0.61,0.55,DST_098_M_HPY.csv
0.47,0.62,0.78,0.7,0.96,0.91,0.97,0.95,0.8,0.77,0.57,0.88,0.3,0.6,0.77,0.31,0.3,DST_018_M_DIS.csv
0.57,0.31,0.81,0.58,0.48,0.83,0.43,0.5,0.35,0.54,0.88,0.9,0.48,0.55,0.61,0.28,0.57,DST_126_F_SAD.csv
0.57,0.56,0.36,0.59,0.92,0.85,0.53,0.6,0.95,0.73,0.53,0.67,0.45,0.57,0.39,0.14,0.34,DST_086_M_HPY.csv
0.58,0.58,0.91,0.93,0.57,0.96,0.74,0.57,0.42,0.32,0.54,0.81,0.24,0.7,0.36,0.21,0.24,DST_126_F_ANG.csv
0.87,0.83,0.61,0.99,0.44,0.17,0.34,0.45,0.69,0.66,0.65,0.59,0.7,0.47,0.41,0.26,0.08,DST_017_F_FER.csv
0.82,0.97,0.19,0.99,0.33,0.41,0.16,0.19,0.37,0.31,0.5,0.65,0.83,0.49,0.6,0.4,0.17,DST_138_F_FER.csv
0.56,0.61,0.64,0.73,0.83,0.94,0.94,0.74,0.57,0.65,0.45,0.92,0.45,0.76,0.25,0.64,0.17,DST_099_M_ANG.csv
0.45,0.58,0.29,0.69,0.8,0.69,0.33,0.78,0.98,0.88,0.39,0.71,0.54,0.69,0.76,0.55,0.28,DST_009_F_HPY.csv
0.93,0.97,0.69,0.99,0.43,0.48,0.26,0.18,0.59,0.35,0.67,0.61,0.83,0.65,0.63,0.7,0.39,DST_110_M_FER.csv
0.61,0.57,0.3,0.65,0.74,0.85,0.63,0.68,0.84,0.82,0.42,0.56,0.66,0.59,0.53,0.35,0.36,DST_146_F_HPY.csv
0.49,0.32,0.72,0.24,0.41,0.46,0.51,0.29,0.43,0.47,0.67,0.7,0.58,0.54,0.36,0.46,0.38,DST_081_M_NUT.csv
0.5,0.67,0.46,0.57,0.39,0.3,0.53,0.39,0.48,0.44,0.56,0.51,0.37,0.44,0.5,0.52,0.42,DST_088_M_NUT.csv
0.83,0.57,0.87,0.57,0.6,0.19,0.44,0.67,0.67,0.85,0.81,0.87,0.7,0.41,0.49,0.47,0.38,DST_005_F_SAD.csv
0.35,0.46,0.4,0.47,0.87,0.66,0.55,0.89,0.96,0.8,0.56,0.75,0.78,0.59,0.48,0.38,0.31,DST_010_M_HPY.csv
0.6,0.41,0.91,0.28,0.81,0.93,0.86,0.68,0.67,0.31,0.34,0.72,0.12,0.72,0.38,0.25,0.54,DST_040_F_DIS.csv
0.69,0.62,0.92,0.92,0.65,0.45,0.34,0.72,0.64,0.82,0.74,0.9,0.79,0.71,0.33,0.46,0.17,DST_018_M_ANG.csv
0.85,0.94,0.43,0.99,0.34,0.18,0.3,0.47,0.49,0.58,0.68,0.64,0.74,0.51,0.83,0.68,0.24,DST_164_F_FER.csv
0.58,0.6,0.46,0.75,0.89,0.87,0.63,0.75,0.93,0.75,0.48,0.48,0.71,0.66,0.68,0.43,0.24,DST_071_M_HPY.csv
0.92,0.93,0.49,0.98,0.58,0.45,0.35,0.65,0.56,0.31,0.84,0.85,0.93,0.54,0.44,0.43,0.18,DST_084_M_FER.csv
0.98,0.99,0.28,0.97,0.7,0.59,0.51,0.62,0.8,0.72,0.79,0.85,0.86,0.63,0.76,0.56,0.24,DST_116_M_FER.csv
0.44,0.4,0.72,0.25,0.96,0.97,0.96,0.92,0.79,0.76,0.46,0.88,0.48,0.6,0.5,0.55,0.58,DST_077_M_DIS.csv
0.77,0.81,0.53,0.98,0.39,0.49,0.36,0.2,0.37,0.51,0.88,0.7,0.9,0.61,0.42,0.46,0.25,DST_123_F_FER.csv
0.88,0.94,0.4,0.97,0.54,0.61,0.23,0.19,0.64,0.44,0.63,0.78,0.73,0.49,0.54,0.19,0.18,DST_114_M_FER.csv
0.95,0.99,0.5,0.99,0.34,0.61,0.29,0.23,0.36,0.15,0.65,0.49,0.57,0.3,0.93,0.92,0.42,DST_142_F_SUR.csv
0.77,0.58,0.9,0.65,0.87,0.85,0.76,0.82,0.76,0.66,0.92,0.95,0.76,0.5,0.55,0.49,0.34,DST_116_M_SAD.csv
0.71,0.35,0.83,0.43,0.73,0.91,0.52,0.74,0.55,0.75,0.53,0.86,0.73,0.66,0.77,0.81,0.44,DST_138_F_SAD.csv
0.45,0.53,0.74,0.3,0.81,0.98,0.95,0.9,0.54,0.38,0.52,0.96,0.28,0.76,0.39,0.47,0.47,DST_122_M_DIS.csv
0.8,0.81,0.37,0.62,0.54,0.78,0.77,0.82,0.54,0.6,0.88,0.87,0.7,0.44,0.68,0.29,0.42,DST_024_F_FER.csv
0.84,0.94,0.12,0.99,0.29,0.49,0.15,0.19,0.46,0.12,0.63,0.61,0.62,0.4,0.63,0.68,0.25,DST_171_F_SUR.csv
0.53,0.66,0.58,0.95,0.46,0.59,0.51,0.52,0.57,0.8,0.85,0.97,0.82,0.77,0.22,0.59,0.4,DST_122_M_ANG.csv
0.47,0.47,0.76,0.51,0.83,0.98,0.96,0.61,0.53,0.61,0.4,0.67,0.23,0.63,0.51,0.63,0.65,DST_157_F_DIS.csv
0.54,0.59,0.91,0.59,0.87,0.94,0.97,0.8,0.7,0.69,0.42,0.66,0.44,0.61,0.55,0.4,0.45,DST_046_F_DIS.csv
0.49,0.37,0.55,0.39,0.42,0.58,0.44,0.35,0.52,0.7,0.81,0.86,0.54,0.54,0.18,0.46,0.51,DST_025_F_SAD.csv
0.87,0.85,0.41,0.39,0.7,0.79,0.32,0.43,0.92,0.85,0.4,0.56,0.77,0.6,0.65,0.37,0.64,DST_182_F_HPY.csv
0.63,0.5,0.86,0.6,0.73,0.87,0.56,0.71,0.52,0.45,0.57,0.76,0.74,0.44,0.62,0.51,0.58,DST_031_M_SAD.csv
0.5,0.52,0.2,0.66,0.8,0.48,0.28,0.55,0.97,0.72,0.48,0.57,0.52,0.61,0.55,0.25,0.45,DST_064_M_HPY.csv
0.91,0.93,0.31,0.98,0.51,0.35,0.27,0.34,0.64,0.6,0.72,0.83,0.81,0.48,0.77,0.51,0.15,DST_077_M_FER.csv
0.57,0.52,0.9,0.43,0.88,0.99,0.82,0.71,0.77,0.56,0.59,0.91,0.7,0.42,0.53,0.69,0.56,DST_089_M_SAD.csv
0.87,0.52,0.92,0.26,0.76,0.92,0.48,0.75,0.78,0.83,0.74,0.89,0.48,0.66,0.61,0.49,0.52,DST_088_M_SAD.csv
0.74,0.86,0.29,0.95,0.23,0.54,0.3,0.15,0.29,0.7,0.7,0.56,0.87,0.54,0.29,0.35,0.25,DST_135_F_FER.csv
0.46,0.36,0.26,0.64,0.73,0.62,0.2,0.31,0.89,0.86,0.39,0.4,0.72,0.6,0.42,0.36,0.32,DST_136_F_HPY.csv
0.65,0.68,0.9,0.49,0.91,0.98,0.96,0.83,0.64,0.56,0.29,0.88,0.49,0.82,0.52,0.34,0.52,DST_163_F_DIS.csv
0.6,0.54,0.67,0.73,0.68,0.93,0.87,0.58,0.28,0.41,0.91,0.86,0.81,0.62,0.39,0.34,0.29,DST_133_F_DIS.csv
0.73,0.49,0.67,0.83,0.51,0.63,0.37,0.23,0.51,0.4,0.83,0.82,0.63,0.49,0.34,0.24,0.4,DST_097_M_NUT.csv
0.93,0.99,0.31,0.99,0.46,0.22,0.34,0.46,0.56,0.43,0.46,0.68,0.79,0.28,0.83,0.46,0.2,DST_036_F_FER.csv
0.79,0.96,0.45,0.99,0.22,0.62,0.3,0.21,0.4,0.24,0.43,0.59,0.21,0.44,0.82,0.82,0.39,DST_131_F_SUR.csv
0.6,0.47,0.81,0.54,0.41,0.52,0.52,0.23,0.31,0.4,0.88,0.94,0.68,0.67,0.32,0.34,0.41,DST_123_F_SAD.csv
0.58,0.36,0.82,0.52,0.75,0.91,0.71,0.66,0.42,0.65,0.63,0.8,0.86,0.67,0.68,0.49,0.48,DST_099_M_SAD.csv
0.58,0.3,0.79,0.25,0.9,0.99,0.94,0.91,0.6,0.58,0.43,0.96,0.34,0.72,0.22,0.07,0.4,DST_029_F_DIS.csv
0.36,0.74,0.27,0.66,0.89,0.45,0.38,0.84,0.98,0.95,0.29,0.91,0.59,0.78,0.66,0.61,0.38,DST_048_M_HPY.csv
0.61,0.7,0.42,0.53,0.3,0.22,0.34,0.36,0.49,0.57,0.41,0.51,0.32,0.47,0.4,0.53,0.59,DST_157_F_NUT.csv
0.74,0.53,0.64,0.7,0.42,0.48,0.34,0.59,0.47,0.86,0.44,0.86,0.66,0.72,0.35,0.69,0.49,DST_162_F_ANG.csv
0.46,0.39,0.56,0.53,0.89,0.93,0.56,0.82,0.94,0.85,0.58,0.53,0.79,0.56,0.51,0.35,0.47,DST_096_M_HPY.csv
0.63,0.61,0.34,0.58,0.95,0.86,0.65,0.88,0.97,0.87,0.51,0.68,0.62,0.58,0.86,0.59,0.38,DST_116_M_HPY.csv
0.67,0.32,0.91,0.72,0.81,0.85,0.39,0.6,0.57,0.94,0.82,0.93,0.96,0.79,0.2,0.67,0.17,DST_051_M_ANG.csv
0.41,0.44,0.59,0.67,0.63,0.55,0.66,0.44,0.62,0.83,0.63,0.84,0.51,0.8,0.29,0.63,0.26,DST_161_F_ANG.csv
0.9,0.99,0.29,0.98,0.33,0.63,0.51,0.35,0.49,0.09,0.34,0.56,0.3,0.34,0.94,0.48,0.37,DST_089_M_SUR.csv
0.94,0.98,0.57,0.99,0.35,0.72,0.56,0.5,0.48,0.23,0.66,0.57,0.29,0.49,0.74,0.86,0.31,DST_096_M_SUR.csv
0.42,0.79,0.64,0.93,0.65,0.39,0.52,0.58,0.62,0.5,0.41,0.93,0.51,0.8,0.41,0.68,0.19,DST_048_M_ANG.csv
0.61,0.35,0.59,0.72,0.58,0.76,0.45,0.28,0.46,0.78,0.55,0.82,0.79,0.69,0.18,0.58,0.29,DST_136_F_ANG.csv
0.93,0.99,0.52,1.0,0.39,0.05,0.22,0.29,0.52,0.14,0.67,0.36,0.38,0.24,0.92,0.96,0.28,DST_018_M_SUR.csv
0.74,0.95,0.43,0.99,0.19,0.65,0.53,0.22,0.22,0.05,0.31,0.49,0.21,0.46,0.57,0.77,0.21,DST_029_F_SUR.csv
0.97,0.99,0.46,0.99,0.42,0.36,0.55,0.57,0.65,0.22,0.69,0.84,0.28,0.46,0.87,0.76,0.28,DST_116_M_SUR.csv
0.75,0.3,0.86,0.47,0.45,0.83,0.39,0.44,0.49,0.33,0.8,0.93,0.54,0.6,0.51,0.7,0.49,DST_185_F_SAD.csv
0.52,0.4,0.72,0.22,0.89,0.94,0.96,0.69,0.58,0.34,0.43,0.9,0.57,0.71,0.35,0.14,0.73,DST_024_F_DIS.csv
0.94,0.98,0.46,0.99,0.29,0.39,0.43,0.25,0.42,0.14,0.55,0.79,0.27,0.57,0.51,0.86,0.29,DST_084_M_SUR.csv
0.65,0.5,0.68,0.94,0.46,0.7,0.64,0.36,0.36,0.53,0.72,0.93,0.62,0.78,0.11,0.27,0.14,DST_145_F_ANG.csv
0.7,0.63,0.76,0.89,0.53,0.55,0.44,0.49,0.48,0.6,0.61,0.93,0.68,0.69,0.15,0.44,0.18,DST_040_F_ANG.csv
0.55,0.6,0.61,0.56,0.77,0.98,0.92,0.54,0.41,0.2,0.43,0.82,0.17,0.71,0.34,0.39,0.68,DST_185_F_DIS.csv
0.61,0.36,0.37,0.83,0.77,0.8,0.24,0.67,0.89,0.89,0.52,0.49,0.82,0.71,0.58,0.19,0.27,DST_170_F_HPY.csv
0.7,0.43,0.35,0.54,0.8,0.63,0.49,0.75,0.94,0.92,0.4,0.59,0.73,0.51,0.6,0.24,0.51,DST_004_F_HPY.csv
